age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
, Never worked,2,44, 10th grade,0, High school, Never married, Agriculture, Farming forestry and fishing, White, All other, Male, Not in universe,Job loser - on layoff, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Connecticut, Child <18 never marr not in subfamily, Child under 18 never married, Yes,6, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,94,0
,Private,42,0,9th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Professional specialty,White,Mexican (Mexicano),Female,Not in universe,Not in universe,Full-time schedules,4,0,10,Joint both under 65,Not in universe,Washington,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,Mexico,,Mexico,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
,Private,43,9,Prof school degree (MD DDS DVM LLB JD),490,Not in universe,Married-civilian spouse present,Hospital services,Professional specialty,White,All other,Male,No,Not in universe,Children or Armed Forces,0,0,2,Joint both under 65,Not in universe,Montana,Householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
, Private,33,42, 10th grade,0, High school, Never married, Retail trade, Sales, White, All other, Female, Not in universe, Re-entrant, Unemployed full-time,5,0,3, Single, Not in universe,Tennessee, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,11,95,0
,Private,20,39,High school graduate,0,Not in universe,Married-civilian spouse present,Manufacturing-nondurable goods,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Full-time schedules,7,0,2,Joint both under 65,Not in universe,Hawaii,Householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,21,95,1
,Not in universe,0,0,10th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,Chicano,Female,Not in universe,Not in universe,Not in labor force,3,0,3,Nonfiler,Not in universe,Vermont,Child 18+ never marr Not in a subfamily,Nonrelative of householder,Not in universe under 1 year old,0,Mother only present, Vietnam,Mexico,United-States,Native- Born in Puerto Rico or U S Outlying,2,Not in universe,2,0,95,0
, Not in universe,0,0, 10th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Not in labor force,1,0,5, Nonfiler, Not in universe,Idaho, Spouse of householder, Spouse of householder, Not in universe under 1 year old,0, Not in universe, Italy, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
,Private,29,37,1st 2nd 3rd or 4th grade,0,Not in universe,Married-civilian spouse present,Communications,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,7,0,1,Joint both under 65,Not in universe,Missouri,Householder,Householder,Not in universe under 1 year old,6,Not in universe,Mexico,,,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,95,0
, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,2,0,4, Nonfiler, Not in universe,Nebraska, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Private,9,3,High school graduate,0,Not in universe,Never married,Retail trade,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Single,Not in universe,Rhode Island,Child 18+ never marr Not in a subfamily,Child 18 or older,No,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,8,0,4,Nonfiler,Not in universe,California,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Greece,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
, Not in universe,0,0, Children,509, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,4,0,4, Nonfiler, Not in universe,Kentucky, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
,Private,33,32,Some college but no degree,964,High school,Never married,Retail trade,Other service,White,All other,Male,Not in universe,Re-entrant,Unemployed full-time,6,1891,0,Single,Not in universe,Maine,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,25,95,0
,Private,5,30,7th and 8th grade,0,Not in universe,Married-civilian spouse present,Construction,Farming forestry and fishing,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Joint both under 65,Not in universe,Maryland,Householder,Householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,3, Nonfiler, Not in universe,Florida, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Not in universe,0,0,10th grade,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,6,Nonfiler,Not in universe,Minnesota,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
,Private,44,8,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Other professional services,Professional specialty,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,6,Joint both under 65,Not in universe,New Jersey,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,39,94,0
,Private,29,35,Associates degree-occup /vocational,0,Not in universe,Never married,Manufacturing-durable goods,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,2,Joint both under 65,Not in universe,Colorado,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
, Not in universe,0,0, Some college but no degree,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,2,0,1, Nonfiler, Not in universe,Oregon, Householder, Child 18 or older, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,38,94,0
,Private,35,36,5th or 6th grade,0,Not in universe,Married-civilian spouse present,Personal services except private HH,Precision production craft & repair,White,Central or South American,Male,Not in universe,Not in universe,Unemployed full-time,4,0,3,Joint both under 65,Not in universe,Kentucky,Householder,Householder,Not in universe under 1 year old,0,Not in universe,Mexico,Mexico,,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
,Federal government,30,23,High school graduate,1,Not in universe,Never married,Public administration,Adm support including clerical,White,,Male, Yes,Not in universe,Children or Armed Forces,2,0,4,Joint both under 65,Not in universe,Nebraska,Householder,Householder,Yes,6,Not in universe, Canada,Ecuador,England,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,5605, Joint both 65+, Not in universe,Rhode Island, Householder, Spouse of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
, Private,42,33, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,11,1,8, Nonfiler, Not in universe,Idaho, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present,Guatemala, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
,Private,22,35,11th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Unemployed full-time,0,0,5,Nonfiler,Not in universe,New Hampshire,Secondary individual,Other relative of householder,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
, Private,30,17, Masters degree(MA MS MEng MEd MSW MBA),1, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Joint both under 65, Not in universe,Maryland, Householder, Spouse of householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
