age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
55, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Other, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces,0,1,5, Joint both under 65, Not in universe,Rhode Island, Spouse of householder, Spouse of householder, No,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
50, Private,33,19, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,5, Joint both under 65, Not in universe,Utah, Householder, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
4,Private,33,36,High school graduate,0,Not in universe,Never married,Retail trade,Handlers equip cleaners etc,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Single,West,Maryland,Secondary individual,Nonrelative of householder,No,4,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,52,94,0
20,Private,33,30,12th grade no diploma,0,Not in universe,Never married,Retail trade,Handlers equip cleaners etc,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,1,Single,Not in universe,West Virginia,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
17, Private,39,25, Bachelors degree(BA AB BS),0, Not in universe, Never married, Wholesale trade, Professional specialty, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,9, Nonfiler, Not in universe,Michigan, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,5, Not in universe, Philippines, ?, Philippines, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
17, Private,10,36, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Handlers equip cleaners etc , White, All other, Female,Yes, Not in universe, Full-time schedules,3,0,3, Single, Not in universe,Rhode Island, Other Rel 18+ ever marr not in subfamily, Nonrelative of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
22,Private,3,37,Some college but no degree,0,Not in universe,Married-civilian spouse present,Construction,Precision production craft & repair,White,All other,Male,Not in universe,Job loser - on layoff,Children or Armed Forces,0,0,0,Joint both under 65,Not in universe,Washington,Householder,Householder,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,39,94,0
77, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,8,0,6, Nonfiler, Not in universe,Wisconsin, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
46, Self-employed-not incorporated,43,34, 7th and 8th grade,0, High school, Never married, Retail trade, Other service, White, Mexican (Mexicano), Female, Not in universe, New entrant, Unemployed part- time,0,0,1, Nonfiler, Not in universe,Missouri, Other Rel 18+ never marr not in subfamily, Child under 18 never married, Yes,0,Father only present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
52, Private,44,27, High school graduate,0, Not in universe, Married-civilian spouse present, Hospital services, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe,New York, Spouse of householder, Spouse of householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,19,95,0
1,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,12,0,3,Nonfiler,Not in universe,New York,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,2,0,2, Nonfiler, West,Pennsylvania, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Father only present, Mexico, Mexico, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
48, Private,34,17, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Other job loser, Unemployed full-time,0,0,7, Joint both under 65, Not in universe,Kansas, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
55, Private,22,36, High school graduate,0, Not in universe, Married-civilian spouse present, Personal services except private HH, Precision production craft & repair, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,9, Joint both under 65, Not in universe,South Dakota, Householder, Householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
15,Private,35,0,10th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Single,Not in universe,Wyoming,RP of unrelated subfamily,Child 18 or older,Yes,0,Not in universe,Guatemala,,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
13, Private,43,27, High school graduate,0, Not in universe, Divorced, Transportation,Protective services, White, All other, Female, No, Not in universe, Children or Armed Forces,4,0,7, Single, Not in universe,Missouri, Child 18+ never marr Not in a subfamily, Householder, Not in universe under 1 year old,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,38,94,0
6, Not in universe,0,0, Children,0, High school, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Unemployed part- time,9,0,2, Nonfiler, Not in universe,Nebraska, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Father only present, Mexico, Mexico, Mexico, Native- Born in the United States,0, Not in universe,0,0,95,0
37, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,8,0,0, Joint both under 65, Not in universe,Arkansas, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,95,0
45,Self-employed-incorporated,34,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Executive admin and managerial,White, Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Northeast,Nebraska,Householder,Householder,No,6,Not in universe,Mexico,Scotland,Ireland,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
46, Not in universe,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,1, Nonfiler, Not in universe,Mississippi, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
66,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,3,Single,Not in universe,West Virginia,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,26,95,0
19, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Other, Central or South American, Male, Not in universe, Not in universe,Unemployed part- time,7,0,4, Nonfiler, Not in universe,South Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Yugoslavia, ?, United-States, Native- Born abroad of American Parent(s),0, Not in universe,0,0,95,0
57, Self-employed-incorporated,32,44, 5th or 6th grade,0, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,5,0,5, Joint both under 65, Not in universe,Georgia, Householder, Householder, Yes,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
70, Not in universe,0,0, High school graduate,1, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,2,0,3,Joint one under 65 & one 65+, Not in universe,Pennsylvania, Nonfamily householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Yes,2,0,94,0
