age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
50,Private,41,3,Associates degree-occup /vocational,0,Not in universe,Never married,Manufacturing-nondurable goods,Machine operators assmblrs & inspctrs,White,All other,Female,Not in universe,Not in universe,Full-time schedules,10,0,6,Joint both under 65,Not in universe,Indiana,Secondary individual,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
50,Private,42,9,Some college but no degree,0,Not in universe,Married-civilian spouse present,Retail trade,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,1,6,Joint both under 65,Not in universe,Colorado,Child 18+ never marr Not in a subfamily,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
63,Self-employed-incorporated,36,9,Some college but no degree,0,Not in universe, Widowed,Not in universe or children,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,5,0,0,Single,Not in universe,West Virginia,Householder,Householder,Not in universe under 1 year old,2,Not in universe,Germany,,,Foreign born- U S citizen by naturalization,2,Not in universe,2,52,95,1
46,Private,33,16,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,5,Joint both under 65,Not in universe,Colorado,Householder,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
40,Private,25,38,High school graduate,1471,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Machine operators assmblrs & inspctrs,White,All other,Male,Yes,Not in universe,Children or Armed Forces,6,0,6,Joint both under 65,Not in universe,Oklahoma,Spouse of householder,Spouse of householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,1
61,Private,12,37,High school graduate,0,Not in universe,Divorced,Transportation,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,3,Joint both under 65,Not in universe,Massachusetts,Householder,Householder,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
51, Private,30,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Transportation, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,14389,0,4, Joint both under 65, Not in universe,Wyoming, Householder, Householder, Not in universe under 1 year old,2, Not in universe, Cuba, ?, ?, Native- Born abroad of American Parent(s),0, Not in universe,2,49,94,0
51,Private,10,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Other professional services,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Single,Not in universe,North Carolina,Child 18+ never marr Not in a subfamily,Householder,Yes,5,Not in universe,,,El-Salvador,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,4,0,6, Nonfiler, Not in universe,South Carolina, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
13,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,0,Nonfiler,Not in universe,Oklahoma,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
17,Private,33,27,Some college but no degree,0,College or university,Married-civilian spouse present,Social services,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,2,0,5,Joint both under 65,Not in universe,Pennsylvania,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
5,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,2,Nonfiler,Not in universe,New Mexico,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
71,Private,0,0,10th grade,0,College or university,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,3,0,4,Single,Not in universe,Arkansas,Nonfamily householder,Child 18 or older,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,26,95,0
13, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Joint one under 65 & one 65+, Not in universe,Kentucky, Spouse of householder, Spouse of householder, Yes,0, Not in universe, ?, United-States, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
74, Not in universe,0,0, 5th or 6th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Not in labor force,3,0,3, Nonfiler, Not in universe,Maine, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
23,Private,33,19,10th grade,517,Not in universe,Never married,Retail trade,Adm support including clerical,White,All other,Female,No,Not in universe,Full-time schedules,0,0,4,Single,Not in universe,Iowa,Child <18 never marr not in subfamily,Child 18 or older,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
61, Not in universe,0,0, 10th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,7, Joint both under 65, Not in universe,Rhode Island, Householder, Householder, Yes,0, Not in universe, United-States, Taiwan, United-States, Native- Born in the United States,0, No,1,0,94,0
20,Not in universe,0,0,11th grade,0,High school,Never married,Not in universe or children,Not in universe,White,Other Spanish,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,5,Nonfiler,Not in universe,Utah,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Idaho, Grandchild <18 never marr child of subfamily RP, Child under 18 never married, Yes,0, Both parents present, United-States, El-Salvador, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
86,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,5,0,3,Single,Not in universe,Louisiana,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
12, Private,30,0, High school graduate,0, College or university, Never married, Not in universe or children, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,4,0,1, Single, Not in universe,Missouri, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,26,94,0
56, Not in universe,0,0, High school graduate,0, High school, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,1, Nonfiler, Not in universe,Nebraska, Child 18+ ever marr RP of subfamily, Spouse of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,19,0,4, Nonfiler, Not in universe,Michigan, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, China, ?, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
55,Private,37,26,High school graduate,0,Not in universe,Married-A F spouse present,Finance insurance and real estate,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both 65+,Not in universe,Idaho,Spouse of householder,Spouse of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,20,94,0
21,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Other Spanish,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,5,Nonfiler,Not in universe,New Hampshire,Child <18 never marr not in subfamily,Other relative of householder,Yes,0,Both parents present,Italy,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
50,State government,50,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Never married,Public administration,Executive admin and managerial,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,3,Single,West,Alaska,Child 18+ never marr Not in a subfamily,Child 18 or older,No,6,Not in universe,India,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
